Genes	Subtype
PRSS23	aCAF:Raghu_Kalluri
C1S1	aCAF:Raghu_Kalluri
SELENOW	aCAF:Raghu_Kalluri
S100A13	aCAF:Raghu_Kalluri
IL33	aCAF:Raghu_Kalluri
IGFBP4	aCAF:Raghu_Kalluri
CCL11	aCAF:Raghu_Kalluri
TGFBR3	aCAF:Raghu_Kalluri
EBF1	aCAF:Raghu_Kalluri
CAVIN1	aCAF:Raghu_Kalluri
CELF2	aCAF:Raghu_Kalluri
HEG1	aCAF:Raghu_Kalluri
NID1	aCAF:Raghu_Kalluri
FBN1	aCAF:Raghu_Kalluri
SCARA3	aCAF:Raghu_Kalluri
DCN	aCAF:Raghu_Kalluri
COL3A1	aCAF:Raghu_Kalluri
CD55	aCAF:Raghu_Kalluri
TIMP2	aCAF:Raghu_Kalluri
SCARA5	aCAF:Raghu_Kalluri
ADGRD1	aCAF:Raghu_Kalluri
PTX3	aCAF:Raghu_Kalluri
SLFN5	aCAF:Raghu_Kalluri
MAN1A	aCAF:Raghu_Kalluri
ANXA3	aCAF:Raghu_Kalluri
KLF4	aCAF:Raghu_Kalluri
HP	aCAF:Raghu_Kalluri
SEMA3C	aCAF:Raghu_Kalluri
GFPT2	aCAF:Raghu_Kalluri
MARCKS	aCAF:Raghu_Kalluri
CXCL12	aCAF:Raghu_Kalluri
QPCT	aCAF:Raghu_Kalluri
NFIA	aCAF:Raghu_Kalluri
SOD3	aCAF:Raghu_Kalluri
S100A10	aCAF:Raghu_Kalluri
GSTM1	aCAF:Raghu_Kalluri
AHNAK	aCAF:Raghu_Kalluri
POSTN	aCAF:Raghu_Kalluri
CTSH	aCAF:Raghu_Kalluri
UAP1	aCAF:Raghu_Kalluri
SNED1	aCAF:Raghu_Kalluri
EMILIN2	aCAF:Raghu_Kalluri
IGF1	aCAF:Raghu_Kalluri
THBD	aCAF:Raghu_Kalluri
FSTL1	aCAF:Raghu_Kalluri
AXL	aCAF:Raghu_Kalluri
SMPD3	aCAF:Raghu_Kalluri
HBB-BS	aCAF:Raghu_Kalluri
UGDH	aCAF:Raghu_Kalluri
CD47	aCAF:Raghu_Kalluri
PI16	aCAF:Raghu_Kalluri
MFAP5	aCAF:Raghu_Kalluri
EGR1	aCAF:Raghu_Kalluri
SBSN	aCAF:Raghu_Kalluri
ZFP36L2	aCAF:Raghu_Kalluri
TGFBR2	aCAF:Raghu_Kalluri
HBA-A2	aCAF:Raghu_Kalluri
HBA-A1	aCAF:Raghu_Kalluri
PTN	bCAF:Raghu_Kalluri
MEST	bCAF:Raghu_Kalluri
CPXM2	bCAF:Raghu_Kalluri
IGFBP3	bCAF:Raghu_Kalluri
FGL2	bCAF:Raghu_Kalluri
MALAT1	bCAF:Raghu_Kalluri
FXYD6	bCAF:Raghu_Kalluri
THY1	bCAF:Raghu_Kalluri
CILP	bCAF:Raghu_Kalluri
GPX3	bCAF:Raghu_Kalluri
IGFBP7	bCAF:Raghu_Kalluri
SERPINE2	bCAF:Raghu_Kalluri
GDF10	bCAF:Raghu_Kalluri
ITM2A	bCAF:Raghu_Kalluri
SPARCL1	bCAF:Raghu_Kalluri
DBP	bCAF:Raghu_Kalluri
OLFML3	bCAF:Raghu_Kalluri
BGN	bCAF:Raghu_Kalluri
MDK	bCAF:Raghu_Kalluri
TSC22D3	bCAF:Raghu_Kalluri
G0S2	bCAF:Raghu_Kalluri
CYGB	bCAF:Raghu_Kalluri
CRISPLD2	bCAF:Raghu_Kalluri
NBL1	bCAF:Raghu_Kalluri
HES1	bCAF:Raghu_Kalluri
NR2F2	bCAF:Raghu_Kalluri
HMGB1	bCAF:Raghu_Kalluri
CXCL14	bCAF:Raghu_Kalluri
EMP1	bCAF:Raghu_Kalluri
XIST	bCAF:Raghu_Kalluri
PTMA	bCAF:Raghu_Kalluri
SELENOP	bCAF:Raghu_Kalluri
CDH11	bCAF:Raghu_Kalluri
YPEL3	bCAF:Raghu_Kalluri
MFAP4	bCAF:Raghu_Kalluri
IFITM1	bCAF:Raghu_Kalluri
SRSF2	bCAF:Raghu_Kalluri
JUNB	bCAF:Raghu_Kalluri
ABCA8A	bCAF:Raghu_Kalluri
CDKN1C	bCAF:Raghu_Kalluri
SPP1	cCAF:Raghu_Kalluri
TIMP1	cCAF:Raghu_Kalluri
SERPINE2	cCAF:Raghu_Kalluri
CRLF1	cCAF:Raghu_Kalluri
SDC1	cCAF:Raghu_Kalluri
BGN	cCAF:Raghu_Kalluri
TNC	cCAF:Raghu_Kalluri
NDUFA4L2	cCAF:Raghu_Kalluri
CALD1	cCAF:Raghu_Kalluri
COL12A1	cCAF:Raghu_Kalluri
MMP14	cCAF:Raghu_Kalluri
INHBA	cCAF:Raghu_Kalluri
RNF149	cCAF:Raghu_Kalluri
TGFB1	cCAF:Raghu_Kalluri
NKD2	cCAF:Raghu_Kalluri
LTBP2	cCAF:Raghu_Kalluri
SMIM3	cCAF:Raghu_Kalluri
BRINP1	cCAF:Raghu_Kalluri
CADM4	cCAF:Raghu_Kalluri
NCAM1	cCAF:Raghu_Kalluri
SLC16A3	cCAF:Raghu_Kalluri
SPON1	cCAF:Raghu_Kalluri
WISP1	cCAF:Raghu_Kalluri
PDGFRL	cCAF:Raghu_Kalluri
DDAH1	cCAF:Raghu_Kalluri
PLAUR	cCAF:Raghu_Kalluri
RUNX1	cCAF:Raghu_Kalluri
AY036118	cCAF:Raghu_Kalluri
GM42418	cCAF:Raghu_Kalluri
CTSC	cCAF:Raghu_Kalluri
VMP1	cCAF:Raghu_Kalluri
GAPDH	cCAF:Raghu_Kalluri
PMEPA1	cCAF:Raghu_Kalluri
F2R	cCAF:Raghu_Kalluri
NREP	cCAF:Raghu_Kalluri
CTHRC1	cCAF:Raghu_Kalluri
DDIT4	cCAF:Raghu_Kalluri
RGCC	cCAF:Raghu_Kalluri
PDGFRB	cCAF:Raghu_Kalluri
OLFML3	cCAF:Raghu_Kalluri
HSD11B1	cCAF:Raghu_Kalluri
CTLA2A	cCAF:Raghu_Kalluri
CXCL14	cCAF:Raghu_Kalluri
MICAL2	cCAF:Raghu_Kalluri
COL1A1	cCAF:Raghu_Kalluri
COL8A1	cCAF:Raghu_Kalluri
GM13889	cCAF:Raghu_Kalluri
CHST11	cCAF:Raghu_Kalluri
SPARC	cCAF:Raghu_Kalluri
PKM	cCAF:Raghu_Kalluri
MASP1	cCAF:Raghu_Kalluri
ITGA5	cCAF:Raghu_Kalluri
CSRP1	cCAF:Raghu_Kalluri
LOX	cCAF:Raghu_Kalluri
MIF	cCAF:Raghu_Kalluri
CTGF	cCAF:Raghu_Kalluri
SNAI1	cCAF:Raghu_Kalluri
PGAM1	cCAF:Raghu_Kalluri
GNG11	cCAF:Raghu_Kalluri
FZD1	cCAF:Raghu_Kalluri
PPIC	cCAF:Raghu_Kalluri
MGP	cCAF:Raghu_Kalluri
COL5A2	cCAF:Raghu_Kalluri
DKK3	cCAF:Raghu_Kalluri
LMCD1	cCAF:Raghu_Kalluri
SLC39A14	cCAF:Raghu_Kalluri
RGS2	cCAF:Raghu_Kalluri
TAGLN	cCAF:Raghu_Kalluri
SLC7A2	cCAF:Raghu_Kalluri
NT5DC2	cCAF:Raghu_Kalluri
THY1	cCAF:Raghu_Kalluri
PGK1	cCAF:Raghu_Kalluri
AK1	cCAF:Raghu_Kalluri
ACTA2	cCAF:Raghu_Kalluri
C1QTNF6	cCAF:Raghu_Kalluri
FSTL3	cCAF:Raghu_Kalluri
LMNA	cCAF:Raghu_Kalluri
A2M	cCAF:Raghu_Kalluri
ACTN1	cCAF:Raghu_Kalluri
DAP	cCAF:Raghu_Kalluri
MRAP	cCAF:Raghu_Kalluri
RBM3	cCAF:Raghu_Kalluri
SRPX2	cCAF:Raghu_Kalluri
BHLHE40	cCAF:Raghu_Kalluri
ECSCR	cCAF:Raghu_Kalluri
BOK	cCAF:Raghu_Kalluri
MSX1	cCAF:Raghu_Kalluri
CDKN2B	cCAF:Raghu_Kalluri
NEAT1	cCAF:Raghu_Kalluri
IGFBP7	cCAF:Raghu_Kalluri
FKBP10	cCAF:Raghu_Kalluri
TSPAN4	cCAF:Raghu_Kalluri
NUDT4	cCAF:Raghu_Kalluri
COLEC12	cCAF:Raghu_Kalluri
LRRC32	cCAF:Raghu_Kalluri
SLC6A6	cCAF:Raghu_Kalluri
BMP1	cCAF:Raghu_Kalluri
EMP1	cCAF:Raghu_Kalluri
CD63	cCAF:Raghu_Kalluri
CSRP2	cCAF:Raghu_Kalluri
AKR1B8	cCAF:Raghu_Kalluri
CDH11	cCAF:Raghu_Kalluri
WISP2	cCAF:Raghu_Kalluri
HSPB1	cCAF:Raghu_Kalluri
SLC25A5	cCAF:Raghu_Kalluri
ITGB1	cCAF:Raghu_Kalluri
CYB5R3	cCAF:Raghu_Kalluri
COL15A1	cCAF:Raghu_Kalluri
KDELR3	cCAF:Raghu_Kalluri
LUZP1	cCAF:Raghu_Kalluri
LDHA	cCAF:Raghu_Kalluri
CLMP	cCAF:Raghu_Kalluri
THBS2	cCAF:Raghu_Kalluri
YBX1	cCAF:Raghu_Kalluri
SPARCL1	cCAF:Raghu_Kalluri
MMP2	cCAF:Raghu_Kalluri
PALLD	cCAF:Raghu_Kalluri
MDK	cCAF:Raghu_Kalluri
TPM4	cCAF:Raghu_Kalluri
ENO1	cCAF:Raghu_Kalluri
CD59A	cCAF:Raghu_Kalluri
WNT2	cCAF:Raghu_Kalluri
TPI1	cCAF:Raghu_Kalluri
OAF	cCAF:Raghu_Kalluri
BPGM	cCAF:Raghu_Kalluri
IER3	cCAF:Raghu_Kalluri
TNFRSF12A	cCAF:Raghu_Kalluri
RAB31	cCAF:Raghu_Kalluri
ERLEC1	cCAF:Raghu_Kalluri
RRBP1	cCAF:Raghu_Kalluri
TPM2	cCAF:Raghu_Kalluri
WNT4	cCAF:Raghu_Kalluri
LRP1	cCAF:Raghu_Kalluri
TIMP3	cCAF:Raghu_Kalluri
ADAM19	cCAF:Raghu_Kalluri
TCEAL9	cCAF:Raghu_Kalluri
COL5A1	cCAF:Raghu_Kalluri
TMEM176A	cCAF:Raghu_Kalluri
HK2	cCAF:Raghu_Kalluri
MAP1LC3A	cCAF:Raghu_Kalluri
EMILIN1	cCAF:Raghu_Kalluri
RBP1	cCAF:Raghu_Kalluri
FBN2	cCAF:Raghu_Kalluri
MCFD2	cCAF:Raghu_Kalluri
HIGD1A	cCAF:Raghu_Kalluri
CDKN2A	cCAF:Raghu_Kalluri
COL4A2	cCAF:Raghu_Kalluri
METTL9	cCAF:Raghu_Kalluri
RGS16	cCAF:Raghu_Kalluri
MTCH1	cCAF:Raghu_Kalluri
MARCKSL1	cCAF:Raghu_Kalluri
IQGAP1	cCAF:Raghu_Kalluri
PTGS2	cCAF:Raghu_Kalluri
FHL2	cCAF:Raghu_Kalluri
SH3GLB1	cCAF:Raghu_Kalluri
ITGB5	cCAF:Raghu_Kalluri
RHOC	cCAF:Raghu_Kalluri
BEX3	cCAF:Raghu_Kalluri
MPP6	cCAF:Raghu_Kalluri
UBC	cCAF:Raghu_Kalluri
B4GALT5	cCAF:Raghu_Kalluri
ALDOA	cCAF:Raghu_Kalluri
CDC42EP3	cCAF:Raghu_Kalluri
PRRX1	cCAF:Raghu_Kalluri
CDKN1A	cCAF:Raghu_Kalluri
TPM1	cCAF:Raghu_Kalluri
P4HB	cCAF:Raghu_Kalluri
CTSK	cCAF:Raghu_Kalluri
CKAP4	cCAF:Raghu_Kalluri
MAP1B	cCAF:Raghu_Kalluri
MINOS1	cCAF:Raghu_Kalluri
PRDX6	cCAF:Raghu_Kalluri
FST	cCAF:Raghu_Kalluri
FXYD6	cCAF:Raghu_Kalluri
CNN3	cCAF:Raghu_Kalluri
HDLBP	cCAF:Raghu_Kalluri
MRFAP1	cCAF:Raghu_Kalluri
TACC1	cCAF:Raghu_Kalluri
SOX4	cCAF:Raghu_Kalluri
CTSD	cCAF:Raghu_Kalluri
PRNP	cCAF:Raghu_Kalluri
MMD	cCAF:Raghu_Kalluri
COL5A3	cCAF:Raghu_Kalluri
TSPAN3	cCAF:Raghu_Kalluri
PSMD1	cCAF:Raghu_Kalluri
BNIP3	cCAF:Raghu_Kalluri
SERPINE1	cCAF:Raghu_Kalluri
CSTB	cCAF:Raghu_Kalluri
LOXL1	cCAF:Raghu_Kalluri
MXRA8	cCAF:Raghu_Kalluri
FAM162A	cCAF:Raghu_Kalluri
PTGER3	cCAF:Raghu_Kalluri
SELENOF	cCAF:Raghu_Kalluri
CYR61	cCAF:Raghu_Kalluri
BTG2	cCAF:Raghu_Kalluri
SERPINF1	cCAF:Raghu_Kalluri
P4HA1	cCAF:Raghu_Kalluri
TAGLN2	cCAF:Raghu_Kalluri
RAB2A	cCAF:Raghu_Kalluri
SELENOS	cCAF:Raghu_Kalluri
CRYAB	cCAF:Raghu_Kalluri
H1F0	cCAF:Raghu_Kalluri
SLC3A2	cCAF:Raghu_Kalluri
PLA1A	cCAF:Raghu_Kalluri
NBL1	cCAF:Raghu_Kalluri
PLAT	cCAF:Raghu_Kalluri
HILPDA	cCAF:Raghu_Kalluri
TMED9	cCAF:Raghu_Kalluri
MFGE8	cCAF:Raghu_Kalluri
TMEM176B	cCAF:Raghu_Kalluri
COL1A2	cCAF:Raghu_Kalluri
VEGFA	cCAF:Raghu_Kalluri
PRELID1	cCAF:Raghu_Kalluri
SFRP1	cCAF:Raghu_Kalluri
SERPINA3N	cCAF:Raghu_Kalluri
FERMT2	cCAF:Raghu_Kalluri
TGM2	cCAF:Raghu_Kalluri
RACK1	cCAF:Raghu_Kalluri
TCF4	cCAF:Raghu_Kalluri
OSTF1	cCAF:Raghu_Kalluri
GM12840	cCAF:Raghu_Kalluri
PHLDA3	cCAF:Raghu_Kalluri
ID3	cCAF:Raghu_Kalluri
TUBA1A	cCAF:Raghu_Kalluri
CNN2	cCAF:Raghu_Kalluri
CAPG	cCAF:Raghu_Kalluri
MYL9	cCAF:Raghu_Kalluri
TCEAL8	cCAF:Raghu_Kalluri
FXYD5	cCAF:Raghu_Kalluri
CYGB	cCAF:Raghu_Kalluri
ADAMTS2	cCAF:Raghu_Kalluri
TUBB6	cCAF:Raghu_Kalluri
THBS1	cCAF:Raghu_Kalluri
ARPC2	cCAF:Raghu_Kalluri
COL6A1	cCAF:Raghu_Kalluri
IGFBP3	cCAF:Raghu_Kalluri
1810058I24RIK	cCAF:Raghu_Kalluri
TMEM45A	cCAF:Raghu_Kalluri
TMEM59	cCAF:Raghu_Kalluri
MALAT1	cCAF:Raghu_Kalluri
LHFP	cCAF:Raghu_Kalluri
PCSK5	cCAF:Raghu_Kalluri
RHOB	cCAF:Raghu_Kalluri
SNHG18	cCAF:Raghu_Kalluri
LGMN	cCAF:Raghu_Kalluri
SMOC2	cCAF:Raghu_Kalluri
FKBP1A	cCAF:Raghu_Kalluri
CALM1	cCAF:Raghu_Kalluri
SGK1	cCAF:Raghu_Kalluri
EEF2	cCAF:Raghu_Kalluri
NUPR1	cCAF:Raghu_Kalluri
LGALS1	cCAF:Raghu_Kalluri
TMSB4X	cCAF:Raghu_Kalluri
FBLN2	cCAF:Raghu_Kalluri
COL6A3	cCAF:Raghu_Kalluri
HSPA1A	cCAF:Raghu_Kalluri
RASL11A	cCAF:Raghu_Kalluri
GPI1	cCAF:Raghu_Kalluri
CD9	cCAF:Raghu_Kalluri
NDRG1	cCAF:Raghu_Kalluri
ZFP36	cCAF:Raghu_Kalluri
ACTG1	cCAF:Raghu_Kalluri
CPXM1	cCAF:Raghu_Kalluri
CHL1	cCAF:Raghu_Kalluri
VIM	cCAF:Raghu_Kalluri
COL6A2	cCAF:Raghu_Kalluri
IL6	cCAF:Raghu_Kalluri
COL4A1	cCAF:Raghu_Kalluri
NPC2	cCAF:Raghu_Kalluri
G0S2	cCAF:Raghu_Kalluri
ABI3BP	cCAF:Raghu_Kalluri
ELN	cCAF:Raghu_Kalluri
JUN	cCAF:Raghu_Kalluri
LBP	cCAF:Raghu_Kalluri
NFKBIA	cCAF:Raghu_Kalluri
CEBPB	cCAF:Raghu_Kalluri
PLTP	cCAF:Raghu_Kalluri
CILP	cCAF:Raghu_Kalluri
MYL12A	cCAF:Raghu_Kalluri
ITM2A	cCAF:Raghu_Kalluri
FN1	cCAF:Raghu_Kalluri
PENK	cCAF:Raghu_Kalluri
LGALS3	cCAF:Raghu_Kalluri
GAS6	cCAF:Raghu_Kalluri
SAA3	eCAF:Raghu_Kalluri
SLPI	eCAF:Raghu_Kalluri
CALCA	eCAF:Raghu_Kalluri
GM10260	eCAF:Raghu_Kalluri
LGALS7	eCAF:Raghu_Kalluri
CXADR	eCAF:Raghu_Kalluri
CLDN10	eCAF:Raghu_Kalluri
TREM2	eCAF:Raghu_Kalluri
CD14	eCAF:Raghu_Kalluri
GM11361	eCAF:Raghu_Kalluri
GJB5	eCAF:Raghu_Kalluri
CDH2	eCAF:Raghu_Kalluri
GJB3	eCAF:Raghu_Kalluri
NPL	eCAF:Raghu_Kalluri
NKAIN4	eCAF:Raghu_Kalluri
TUBA4A	eCAF:Raghu_Kalluri
EGLN3	eCAF:Raghu_Kalluri
HSPB1	eCAF:Raghu_Kalluri
CXCL13	eCAF:Raghu_Kalluri
CLDN3	eCAF:Raghu_Kalluri
ENPP2	eCAF:Raghu_Kalluri
CCL2	eCAF:Raghu_Kalluri
LDHB	eCAF:Raghu_Kalluri
SLC9A3R1	eCAF:Raghu_Kalluri
TNFAIP3	eCAF:Raghu_Kalluri
UPK1B	eCAF:Raghu_Kalluri
ABCB1B	eCAF:Raghu_Kalluri
HDC	eCAF:Raghu_Kalluri
TST	eCAF:Raghu_Kalluri
SPINT2	eCAF:Raghu_Kalluri
UPK3B	eCAF:Raghu_Kalluri
PTGIS	eCAF:Raghu_Kalluri
NNMT	eCAF:Raghu_Kalluri
SDC4	eCAF:Raghu_Kalluri
LRRN4	eCAF:Raghu_Kalluri
SOD2	eCAF:Raghu_Kalluri
FABP5	eCAF:Raghu_Kalluri
FCOR	eCAF:Raghu_Kalluri
ISYNA1	eCAF:Raghu_Kalluri
STMN2	eCAF:Raghu_Kalluri
CAV1	eCAF:Raghu_Kalluri
CD38	eCAF:Raghu_Kalluri
TMEM37	eCAF:Raghu_Kalluri
KRT8	eCAF:Raghu_Kalluri
FTH1	eCAF:Raghu_Kalluri
BICD1	eCAF:Raghu_Kalluri
RPP25	eCAF:Raghu_Kalluri
CXCL2	eCAF:Raghu_Kalluri
CLU	eCAF:Raghu_Kalluri
TRF	eCAF:Raghu_Kalluri
DMKN	eCAF:Raghu_Kalluri
TMEM119	eCAF:Raghu_Kalluri
MYRF	eCAF:Raghu_Kalluri
GAPDH	eCAF:Raghu_Kalluri
NR4A2	eCAF:Raghu_Kalluri
TNFRSF12A	eCAF:Raghu_Kalluri
RPL12	eCAF:Raghu_Kalluri
CTSL	eCAF:Raghu_Kalluri
GSTA4	eCAF:Raghu_Kalluri
LGALS1	eCAF:Raghu_Kalluri
GM12840	eCAF:Raghu_Kalluri
RPL23	eCAF:Raghu_Kalluri
TPI1	eCAF:Raghu_Kalluri
CSRP2	eCAF:Raghu_Kalluri
FABP4	eCAF:Raghu_Kalluri
RPSA	eCAF:Raghu_Kalluri
SUGCT	eCAF:Raghu_Kalluri
CSRNP1	eCAF:Raghu_Kalluri
IER3	eCAF:Raghu_Kalluri
LGMN	eCAF:Raghu_Kalluri
CCDC80	eCAF:Raghu_Kalluri
HSPB2	eCAF:Raghu_Kalluri
KRT19	eCAF:Raghu_Kalluri
RPS8	eCAF:Raghu_Kalluri
EEF1B2	eCAF:Raghu_Kalluri
GM8797	eCAF:Raghu_Kalluri
BST1	eCAF:Raghu_Kalluri
NKD1	eCAF:Raghu_Kalluri
RACK1	eCAF:Raghu_Kalluri
RPL7	eCAF:Raghu_Kalluri
HSP90AB1	eCAF:Raghu_Kalluri
NCOA4	eCAF:Raghu_Kalluri
NFKBIA	eCAF:Raghu_Kalluri
CXCL16	eCAF:Raghu_Kalluri
MIF	eCAF:Raghu_Kalluri
ID3	eCAF:Raghu_Kalluri
RPS20	eCAF:Raghu_Kalluri
RPS10	eCAF:Raghu_Kalluri
RPS17	eCAF:Raghu_Kalluri
ARHGEF12	eCAF:Raghu_Kalluri
NPM1	eCAF:Raghu_Kalluri
TMEM176B	eCAF:Raghu_Kalluri
RPS12	eCAF:Raghu_Kalluri
CHCHD2	eCAF:Raghu_Kalluri
FAM213A	eCAF:Raghu_Kalluri
S100A4	eCAF:Raghu_Kalluri
RBM3	eCAF:Raghu_Kalluri
ADAMTS9	eCAF:Raghu_Kalluri
POR	eCAF:Raghu_Kalluri
CSTB	eCAF:Raghu_Kalluri
HSP90AA1	eCAF:Raghu_Kalluri
CTXN1	eCAF:Raghu_Kalluri
RPLP2	eCAF:Raghu_Kalluri
EEF1A1	eCAF:Raghu_Kalluri
RPLP0	eCAF:Raghu_Kalluri
FLRT2	eCAF:Raghu_Kalluri
TPT1	eCAF:Raghu_Kalluri
TPM2	eCAF:Raghu_Kalluri
AP2S1	eCAF:Raghu_Kalluri
RPS14	eCAF:Raghu_Kalluri
FAM162A	eCAF:Raghu_Kalluri
GSTP1	eCAF:Raghu_Kalluri
RPL5	eCAF:Raghu_Kalluri
RPS16	eCAF:Raghu_Kalluri
RPL28	eCAF:Raghu_Kalluri
MGP	eCAF:Raghu_Kalluri
PKM	eCAF:Raghu_Kalluri
GM20186	eCAF:Raghu_Kalluri
GATA6	eCAF:Raghu_Kalluri
RPL19	eCAF:Raghu_Kalluri
LCN2	eCAF:Raghu_Kalluri
RPLP1	eCAF:Raghu_Kalluri
CTLA2A	eCAF:Raghu_Kalluri
RBPMS	eCAF:Raghu_Kalluri
RPL10A	eCAF:Raghu_Kalluri
P3H4	eCAF:Raghu_Kalluri
SPCS1	eCAF:Raghu_Kalluri
ENO1	eCAF:Raghu_Kalluri
NCL	eCAF:Raghu_Kalluri
LDHA	eCAF:Raghu_Kalluri
CP	eCAF:Raghu_Kalluri
EIF4A1	eCAF:Raghu_Kalluri
NR4A3	eCAF:Raghu_Kalluri
TMEM176A	eCAF:Raghu_Kalluri
WT1	eCAF:Raghu_Kalluri
RPAP3	eCAF:Raghu_Kalluri
COX5A	eCAF:Raghu_Kalluri
MGST1	eCAF:Raghu_Kalluri
RPL18	eCAF:Raghu_Kalluri
MDH2	eCAF:Raghu_Kalluri
TUBB2A	eCAF:Raghu_Kalluri
BTF3	eCAF:Raghu_Kalluri
GPI1	eCAF:Raghu_Kalluri
WNT4	eCAF:Raghu_Kalluri
EIF3M	eCAF:Raghu_Kalluri
NECTIN2	eCAF:Raghu_Kalluri
PGAM1	eCAF:Raghu_Kalluri
PGK1	eCAF:Raghu_Kalluri
RPL32	eCAF:Raghu_Kalluri
CD63	eCAF:Raghu_Kalluri
RPL24	eCAF:Raghu_Kalluri
CXCL1	eCAF:Raghu_Kalluri
ALDOA	eCAF:Raghu_Kalluri
CALD1	eCAF:Raghu_Kalluri
UBC	eCAF:Raghu_Kalluri
S100A1	eCAF:Raghu_Kalluri
TIMP3	eCAF:Raghu_Kalluri
CD151	eCAF:Raghu_Kalluri
IAH1	eCAF:Raghu_Kalluri
PSMA4	eCAF:Raghu_Kalluri
OSR1	eCAF:Raghu_Kalluri
SF3B1	eCAF:Raghu_Kalluri
SLC25A3	eCAF:Raghu_Kalluri
IDH2	eCAF:Raghu_Kalluri
RPS27A	eCAF:Raghu_Kalluri
RPL23A	eCAF:Raghu_Kalluri
CAVIN2	eCAF:Raghu_Kalluri
PSMA6	eCAF:Raghu_Kalluri
DAB2	eCAF:Raghu_Kalluri
TIMP1	eCAF:Raghu_Kalluri
MRFAP1	eCAF:Raghu_Kalluri
NFKBIZ	eCAF:Raghu_Kalluri
GM10076	eCAF:Raghu_Kalluri
NEAT1	eCAF:Raghu_Kalluri
RPL17	eCAF:Raghu_Kalluri
BTG2	eCAF:Raghu_Kalluri
RPS13	eCAF:Raghu_Kalluri
ZFP36	eCAF:Raghu_Kalluri
NFKB1	eCAF:Raghu_Kalluri
HMOX1	eCAF:Raghu_Kalluri
OASL2	eCAF:Raghu_Kalluri
RPS3	eCAF:Raghu_Kalluri
MT2	eCAF:Raghu_Kalluri
EIF3C	eCAF:Raghu_Kalluri
TOMM20	eCAF:Raghu_Kalluri
SLC3A2	eCAF:Raghu_Kalluri
CRYAB	eCAF:Raghu_Kalluri
SERPINE1	eCAF:Raghu_Kalluri
NPC2	eCAF:Raghu_Kalluri
RAB11A	eCAF:Raghu_Kalluri
CCL7	eCAF:Raghu_Kalluri
NDUFS4	eCAF:Raghu_Kalluri
PSMA2	eCAF:Raghu_Kalluri
PSMA7	eCAF:Raghu_Kalluri
GALK1	eCAF:Raghu_Kalluri
SLC25A5	eCAF:Raghu_Kalluri
SPARC	eCAF:Raghu_Kalluri
PRDX2	eCAF:Raghu_Kalluri
PROCR	eCAF:Raghu_Kalluri
CAMK1	eCAF:Raghu_Kalluri
TRIB1	eCAF:Raghu_Kalluri
ENY2	eCAF:Raghu_Kalluri
DBI	eCAF:Raghu_Kalluri
PTMA	eCAF:Raghu_Kalluri
RPS7	eCAF:Raghu_Kalluri
RBP1	eCAF:Raghu_Kalluri
ISCU	eCAF:Raghu_Kalluri
KLF9	eCAF:Raghu_Kalluri
RPL15	eCAF:Raghu_Kalluri
RPL21	eCAF:Raghu_Kalluri
NR4A1	eCAF:Raghu_Kalluri
IFRD1	eCAF:Raghu_Kalluri
PSMB2	eCAF:Raghu_Kalluri
CNIH4	eCAF:Raghu_Kalluri
TUBB4B	eCAF:Raghu_Kalluri
RPL30	eCAF:Raghu_Kalluri
PSMB4	eCAF:Raghu_Kalluri
DUSP1	eCAF:Raghu_Kalluri
SSB	eCAF:Raghu_Kalluri
LGALS3	eCAF:Raghu_Kalluri
FAU	eCAF:Raghu_Kalluri
TBRG1	eCAF:Raghu_Kalluri
ALDH1A1	eCAF:Raghu_Kalluri
RPL7A	eCAF:Raghu_Kalluri
ILDR2	eCAF:Raghu_Kalluri
NDUFA4	eCAF:Raghu_Kalluri
CDK4	eCAF:Raghu_Kalluri
FKBP11	eCAF:Raghu_Kalluri
NDUFA4L2	eCAF:Raghu_Kalluri
RPS24	eCAF:Raghu_Kalluri
EMP3	eCAF:Raghu_Kalluri
KLF6	eCAF:Raghu_Kalluri
PTGS2	eCAF:Raghu_Kalluri
KLF2	eCAF:Raghu_Kalluri
ATF3	eCAF:Raghu_Kalluri
APOE	eCAF:Raghu_Kalluri
IFITM3	eCAF:Raghu_Kalluri
TAGLN2	eCAF:Raghu_Kalluri
MDK	eCAF:Raghu_Kalluri
TXN1	eCAF:Raghu_Kalluri
PSMA3	eCAF:Raghu_Kalluri
SSR4	eCAF:Raghu_Kalluri
NME1	eCAF:Raghu_Kalluri
1810058I24RIK	eCAF:Raghu_Kalluri
HOXA5	eCAF:Raghu_Kalluri
CLIC1	eCAF:Raghu_Kalluri
PTGER3	eCAF:Raghu_Kalluri
SSR2	eCAF:Raghu_Kalluri
NFE2L2	eCAF:Raghu_Kalluri
MT1	eCAF:Raghu_Kalluri
H2-AB1	eCAF:Raghu_Kalluri
PPIA	eCAF:Raghu_Kalluri
IFITM2	eCAF:Raghu_Kalluri
GPX4	eCAF:Raghu_Kalluri
SLC25A4	eCAF:Raghu_Kalluri
CRTAP	eCAF:Raghu_Kalluri
ZFAND5	eCAF:Raghu_Kalluri
LAPTM4B	eCAF:Raghu_Kalluri
IL6	eCAF:Raghu_Kalluri
VCAM1	eCAF:Raghu_Kalluri
SQSTM1	eCAF:Raghu_Kalluri
ANXA1	eCAF:Raghu_Kalluri
PENK	eCAF:Raghu_Kalluri
HIST1H2BC	eCAF:Raghu_Kalluri
H2-K1	eCAF:Raghu_Kalluri
